age,fare,sex,sibsp,parch,embarked,class,who,alone,survived
28,30.0,male,1,4,C,Second,man,False,1
39,46.0,male,4,4,C,Second,man,False,0
34,20.0,male,5,4,C,Third,man,False,0
32,71.0,male,5,3,Q,Third,man,False,0
38,61.0,male,0,1,Q,First,man,False,0
36,14.0,male,4,4,S,Second,child,False,0
34,54.0,male,8,3,Q,Third,man,False,0
32,35.0,male,1,4,Q,Third,child,False,0
30,0.0,male,5,1,S,Second,child,False,1
39,3.0,male,1,1,C,Third,child,False,1
32,47.0,male,5,1,Q,Third,man,False,0
39,52.0,male,3,3,S,First,child,False,0
39,18.0,male,2,4,S,First,man,False,0
38,23.0,male,5,1,S,Second,child,False,0
41,37.0,male,4,1,C,First,child,False,0
33,55.0,male,4,1,S,Third,man,False,0
35,48.0,male,5,1,Q,Second,child,False,0
34,25.0,male,8,1,S,First,man,True,0
35,34.0,male,8,4,C,Third,man,False,0
34,64.0,male,2,6,S,First,man,False,0
38,40.0,male,5,1,C,Third,man,False,1
37,32.0,male,0,2,S,First,man,False,0
40,37.0,male,3,6,Q,Third,child,False,0
40,17.0,male,8,1,C,First,child,False,0
32,47.0,male,2,4,C,Second,child,False,0
37,14.0,male,4,1,S,Second,child,False,1
40,41.0,male,5,2,C,Third,child,False,0
34,15.0,male,5,1,Q,Third,child,False,1
31,26.0,male,4,2,Q,Third,man,False,1
40,30.0,male,2,1,C,Third,child,False,0
33,39.0,female,2,1,Q,Second,man,False,1
37,3.0,male,4,1,C,Third,man,False,1
37,64.0,male,4,3,S,Third,child,False,1
27,3.0,male,1,2,Q,Third,man,False,0
35,30.0,male,8,4,S,Third,man,False,0
39,0.0,male,5,6,S,Second,child,False,0
36,32.0,male,1,6,C,Second,man,False,1
40,0.0,male,2,6,S,Second,child,False,0
33,27.0,male,4,2,Q,Third,man,False,1
37,25.0,male,5,6,C,Third,child,False,1
40,49.0,male,4,2,S,Third,man,False,1
26,48.0,male,5,3,Q,Third,man,False,0
38,39.0,male,8,1,C,Third,man,False,0
32,6.0,male,4,2,Q,Second,man,True,0
40,30.0,male,8,2,C,Second,child,False,0
39,14.0,male,2,1,Q,Third,man,False,1
38,69.0,male,5,6,S,Third,child,False,1
39,33.0,male,5,2,Q,Second,man,False,0
36,15.0,male,4,1,Q,Third,child,False,1
37,28.0,male,4,1,C,Second,man,False,1
21,22.0,male,5,3,Q,Third,child,False,0
26,42.0,male,5,6,Q,Second,child,False,1
26,3.0,male,5,4,Q,Third,man,False,1
37,29.0,male,8,4,C,Third,child,False,0
38,12.0,male,5,1,Q,Second,child,False,0
34,22.0,male,5,2,Q,Third,man,False,0
36,0.0,male,8,4,C,Third,child,False,1
32,58.0,male,4,2,C,Second,child,False,0
28,18.0,male,8,1,C,First,man,False,0
36,42.0,male,5,1,Q,Second,child,False,0
36,25.0,male,1,1,Q,Third,child,False,1
35,31.0,male,0,4,S,Third,man,False,0
35,40.0,male,4,0,Q,First,child,False,0
34,55.0,male,4,4,S,Third,child,False,1
40,10.0,male,2,4,C,First,child,False,1
33,46.0,male,5,4,C,Third,man,False,0
36,66.0,male,4,1,C,Third,child,False,1
26,12.0,male,5,3,C,First,man,False,1
35,62.0,male,4,3,C,Third,child,False,0
35,28.0,male,1,3,C,Third,man,False,1
36,16.0,male,8,4,C,Third,man,False,0
40,35.0,male,4,2,Q,Third,child,False,0
31,28.0,male,5,1,Q,Second,man,False,0
38,19.0,male,4,3,Q,Second,man,False,1
32,1.0,male,4,2,Q,Second,man,False,1
31,32.0,female,8,1,Q,Third,man,False,0
39,59.0,male,4,1,Q,Third,child,False,0
37,36.0,male,5,6,Q,Second,child,False,0
39,37.0,male,4,1,Q,Second,man,False,0
36,46.0,male,2,3,Q,First,child,False,1
37,26.0,female,1,2,Q,Second,man,False,1
34,43.0,male,5,6,C,Third,child,False,1
34,32.0,male,5,1,Q,Third,man,False,1
22,23.0,male,2,4,Q,Third,man,False,1
37,28.0,male,5,2,Q,Third,man,False,1
31,25.0,male,4,2,Q,Third,man,True,1
35,22.0,male,5,6,C,Second,child,False,0
32,30.0,male,8,2,Q,Third,man,False,0
37,6.0,male,5,2,Q,Third,child,False,1
36,16.0,female,8,6,C,Second,child,False,1
29,45.0,male,5,2,Q,Third,man,True,0
32,27.0,male,1,2,Q,Third,man,False,1
35,61.0,male,5,3,C,Third,child,False,1
36,46.0,male,5,1,C,Third,child,False,1
40,19.0,male,4,6,Q,Third,child,False,0
32,34.0,male,5,1,C,Third,man,False,1
35,69.0,male,4,2,C,First,child,False,0
33,78.0,male,4,6,C,Second,man,False,1
33,16.0,male,2,1,S,First,child,False,0
32,22.0,male,4,2,Q,Third,man,False,0
37,27.0,male,5,1,Q,Third,child,False,0
35,44.0,male,4,1,C,First,man,False,0
27,57.0,male,5,3,S,Third,child,False,0
33,49.0,male,5,2,C,Third,child,False,0
37,64.0,male,4,3,Q,Third,man,False,0
40,43.0,male,2,6,C,Third,man,False,0
27,52.0,male,5,6,S,First,child,False,0
27,39.0,male,5,1,Q,Third,man,False,1
32,51.0,male,4,2,Q,First,man,False,0
29,44.0,male,4,4,Q,Second,child,False,0
20,34.0,male,4,1,S,Second,man,False,0
36,36.0,male,5,2,Q,Third,man,False,0
28,6.0,male,4,4,S,Third,man,False,0
35,38.0,male,2,1,C,Second,child,False,0
28,19.0,male,4,4,Q,Third,child,False,1
37,10.0,male,4,4,Q,Third,man,False,1
34,25.0,male,4,4,Q,Third,man,False,1
37,33.0,male,5,3,C,Third,man,False,0
27,37.0,male,5,1,S,Third,man,False,0
36,7.0,male,5,0,S,Third,child,False,1
31,31.0,male,4,2,Q,Second,man,False,0
39,39.0,male,4,1,Q,Second,man,False,1
36,30.0,male,4,3,Q,Second,child,False,1
39,56.0,male,4,1,Q,Third,man,False,1
38,20.0,male,2,6,S,Second,man,False,0
29,25.0,male,5,3,Q,Third,child,False,1
36,31.0,male,2,2,Q,Second,child,True,0
33,36.0,male,4,6,C,Third,man,False,1
29,7.0,male,5,3,Q,Third,man,False,0
39,28.0,male,4,2,Q,First,child,False,0
29,53.0,male,1,2,Q,Second,man,False,0
34,51.0,male,4,4,Q,Third,man,False,1
36,13.0,male,4,4,Q,Third,man,False,1
41,27.0,male,4,1,Q,Third,child,False,1
37,42.0,male,4,1,C,Third,man,False,1
34,57.0,male,5,1,S,Third,child,False,0
28,13.0,female,8,4,Q,Third,man,False,1
40,42.0,female,4,2,S,Second,child,False,1
40,15.0,male,4,1,Q,Second,child,False,0
34,13.0,male,3,1,C,Third,man,False,0
28,28.0,male,5,0,Q,Third,man,False,0
29,58.0,male,4,1,C,Third,child,False,1
31,60.0,male,4,6,C,Second,man,False,0
35,18.0,male,5,2,Q,Third,man,False,1
41,0.0,male,5,1,S,Third,child,False,0
29,61.0,male,5,2,C,Third,man,False,0
31,0.0,male,4,4,Q,Third,woman,False,1
32,42.0,male,3,4,Q,Third,man,False,0
24,51.0,male,4,4,C,Third,man,False,0
32,34.0,male,2,1,C,First,child,False,0
36,47.0,male,4,1,C,Second,child,False,1
36,62.0,male,3,1,Q,First,child,False,1
34,46.0,male,5,3,Q,Second,man,False,0
27,32.0,male,4,4,S,Third,man,False,1
37,0.0,male,8,1,Q,First,child,False,1
33,18.0,male,4,2,S,First,child,True,0
42,29.0,male,2,0,Q,First,child,False,0
38,22.0,male,5,1,C,Second,child,False,1
30,20.0,male,1,1,Q,Third,child,False,0
35,48.0,male,2,1,Q,Third,child,False,1
28,27.0,male,8,4,C,Third,man,True,0
40,7.0,male,5,1,Q,Third,child,False,0
31,53.0,male,4,3,Q,First,child,False,1
30,46.0,male,5,0,Q,Third,man,False,0
37,31.0,male,5,6,C,First,child,False,0
36,55.0,male,4,6,Q,Second,man,False,1
34,30.0,male,4,2,S,Third,man,False,1
33,18.0,male,8,2,Q,First,man,False,0
39,46.0,male,3,2,Q,Third,man,False,0
37,38.0,male,5,4,Q,Third,man,False,0
42,22.0,male,4,2,Q,First,child,False,0
36,38.0,male,4,2,C,Second,man,False,1
26,35.0,male,5,1,Q,First,child,False,0
41,17.0,male,5,1,S,Third,child,False,1
29,44.0,male,4,1,S,Third,man,False,1
28,61.0,male,2,3,S,Third,child,False,1
36,34.0,male,4,4,S,Third,man,False,1
37,26.0,male,5,6,Q,Third,child,False,0
30,17.0,female,1,4,Q,Third,man,False,1
32,64.0,male,5,1,Q,Third,child,False,0
32,42.0,male,4,2,Q,Third,man,False,1
37,32.0,male,4,1,S,Third,man,False,1
34,41.0,male,2,1,Q,First,child,False,1
33,28.0,female,1,1,Q,Second,man,False,1
30,39.0,male,2,4,C,Third,man,False,0
33,61.0,male,4,1,Q,Second,man,False,0
38,14.0,male,4,1,C,Second,man,False,0
37,32.0,male,2,1,Q,Second,man,False,1
36,31.0,male,5,6,C,Third,child,False,0
37,29.0,male,5,1,Q,Third,child,False,1
34,59.0,male,4,6,Q,Third,man,False,1
35,27.0,male,4,4,Q,Third,man,False,0
32,54.0,male,4,1,Q,Third,man,False,1
32,34.0,male,2,1,Q,Third,man,False,0
30,46.0,male,4,1,S,First,child,False,1
29,16.0,male,4,1,S,Third,child,False,1
38,59.0,male,5,1,S,Third,child,False,0
31,52.0,male,5,1,Q,Third,man,False,1
31,48.0,male,4,4,Q,Third,man,False,1
40,22.0,male,5,2,C,Second,man,False,0
38,28.0,male,4,2,C,Third,man,False,0
33,24.0,male,5,6,C,Third,child,False,1
31,57.0,male,4,6,C,Third,child,False,1
32,33.0,male,4,4,Q,Second,man,False,1
37,49.0,male,5,1,Q,Second,child,False,1
35,0.0,male,5,1,S,Second,child,False,0
29,20.0,male,8,2,C,First,child,False,0
27,50.0,male,5,3,Q,Third,man,False,1
39,14.0,female,8,6,C,First,child,False,0
33,30.0,male,5,3,Q,First,man,False,0
37,37.0,male,5,6,S,Second,child,False,0
33,57.0,male,4,1,Q,Third,man,False,0
28,12.0,male,2,4,C,Third,man,False,1
41,50.0,male,4,2,Q,Third,man,False,1
28,22.0,male,4,4,Q,Third,child,False,0
34,74.0,male,4,2,C,Third,man,False,0
41,3.0,male,5,2,C,Second,woman,False,1
39,49.0,male,5,2,Q,Third,man,False,1
31,48.0,male,4,1,Q,Third,child,False,1
33,23.0,male,4,4,Q,Third,man,True,0
34,38.0,male,8,1,S,First,child,False,0
37,51.0,male,5,1,Q,Third,man,False,1
32,17.0,male,2,6,Q,First,woman,False,1
39,11.0,male,4,4,Q,Second,child,False,0
32,30.0,male,4,3,Q,Second,man,False,0
28,19.0,male,5,4,S,Third,child,False,0
39,0.0,male,5,3,C,Third,child,False,0
40,49.0,male,4,1,S,Third,child,False,0
36,5.0,male,5,6,C,Second,child,False,0
38,37.0,male,4,3,Q,Second,man,False,1
40,59.0,male,5,6,C,Second,child,False,0
37,32.0,male,5,4,S,Third,child,False,1
31,56.0,male,1,4,C,Third,man,False,1
32,3.0,male,5,2,Q,Third,man,False,1
40,44.0,male,4,1,S,First,child,False,0
38,65.0,male,2,6,Q,Third,child,False,0
39,62.0,male,4,4,Q,Third,man,True,1
34,33.0,male,4,1,Q,Third,man,False,1
37,20.0,male,5,3,Q,Third,child,False,0
26,24.0,female,5,1,C,Third,child,False,0
38,31.0,female,5,1,S,Third,man,False,1
35,26.0,male,4,1,C,Second,man,False,0
31,11.0,male,4,2,Q,Second,man,False,0
41,42.0,male,8,6,C,Third,man,False,0
34,13.0,male,5,1,C,Second,child,False,0
36,38.0,male,4,1,Q,Third,child,False,0
38,36.0,male,4,1,Q,First,child,False,0
34,16.0,male,1,1,Q,First,child,False,0
31,8.0,female,1,4,Q,Second,child,False,1
29,48.0,male,5,1,C,Third,child,False,0
24,0.0,male,5,3,S,First,child,False,1
34,30.0,male,8,1,S,Second,child,False,0
34,37.0,male,5,1,S,Third,child,False,0
40,26.0,male,4,1,S,Third,child,True,1
39,33.0,male,8,1,Q,Second,child,False,0
40,16.0,male,3,1,C,Third,child,False,0
35,7.0,female,1,4,C,Third,man,False,0
26,46.0,male,5,4,Q,Third,man,False,0
28,52.0,male,4,2,Q,First,child,False,0
31,53.0,male,4,1,S,Second,child,False,1
34,27.0,male,4,2,Q,Third,man,False,1
34,25.0,male,5,1,C,Second,man,False,0
38,25.0,male,5,2,C,Second,child,False,0
34,32.0,male,1,3,C,First,child,False,0
29,30.0,male,4,3,Q,First,child,False,1
29,0.0,male,5,3,Q,Third,man,False,1
31,29.0,male,4,1,Q,Third,child,False,0
36,67.0,male,4,4,Q,Third,child,False,1
32,14.0,male,4,4,S,Second,man,False,0
34,32.0,male,5,1,Q,Third,man,False,1
37,36.0,male,4,3,Q,Third,man,False,1
37,43.0,male,2,1,Q,Third,child,False,1
33,56.0,male,4,4,Q,Third,man,False,1
37,50.0,male,4,4,Q,First,man,False,1
32,45.0,male,4,2,Q,First,child,False,0
37,0.0,male,4,1,Q,Second,man,False,1
39,31.0,male,8,1,Q,Second,child,False,0
32,30.0,male,4,2,S,Second,man,False,1
39,2.0,female,1,4,Q,Second,child,False,0
34,38.0,male,4,6,C,Second,child,False,0
40,37.0,male,4,1,C,First,child,False,1
34,24.0,male,5,4,C,Third,child,False,0
33,79.0,male,4,4,S,Third,man,False,1
40,1.0,female,4,1,Q,Second,man,False,1
35,20.0,male,4,2,C,First,man,False,1
30,43.0,male,5,6,Q,Third,child,True,1
39,70.0,male,5,3,Q,Third,child,False,0
32,14.0,male,5,6,Q,First,man,False,0
38,72.0,male,4,1,Q,Third,child,False,0
32,45.0,male,2,4,S,Third,man,False,1
22,3.0,male,8,4,C,Third,man,False,0
37,55.0,male,5,2,Q,Third,man,False,0
38,44.0,male,2,4,Q,Third,man,False,0
34,28.0,male,5,1,Q,Second,child,False,0
34,19.0,male,8,2,Q,Third,child,False,1
24,53.0,male,5,3,S,Third,child,False,0
37,46.0,male,2,3,Q,Third,man,False,0
32,13.0,male,4,3,Q,Second,child,False,1
38,53.0,male,4,1,C,First,child,False,0
36,66.0,male,5,2,Q,Third,man,False,1
33,52.0,male,4,2,Q,Second,man,False,0
33,19.0,male,5,1,C,Third,man,False,0
36,53.0,male,5,2,Q,Third,man,False,1
31,31.0,male,4,3,C,Third,man,False,0
37,65.0,male,4,6,Q,First,man,False,0
33,45.0,male,4,1,Q,Third,child,False,1
36,29.0,male,4,1,S,Third,child,False,0
36,4.0,male,1,6,C,Second,child,False,1
37,41.0,male,4,4,Q,Third,man,False,1
35,20.0,male,4,2,C,Third,child,False,1
39,5.0,male,4,4,C,Third,man,False,0
37,20.0,male,5,1,Q,Second,man,False,0
26,53.0,male,1,4,Q,Third,man,False,1
36,58.0,male,5,4,Q,Third,man,False,0
35,42.0,male,5,4,C,Second,child,False,0
40,38.0,male,5,1,C,Third,man,False,1
27,32.0,male,4,6,C,Third,man,False,0
35,56.0,male,8,3,Q,First,child,False,0
40,61.0,male,4,2,Q,Second,child,False,0
38,23.0,male,3,1,Q,Third,man,False,0
29,53.0,male,5,2,S,Second,man,False,1
34,3.0,male,1,4,Q,Third,child,False,0
36,11.0,male,8,6,S,First,man,False,0
35,26.0,male,5,3,Q,Third,child,False,0
28,67.0,male,0,6,S,Third,child,False,0
36,52.0,male,5,6,Q,Second,man,False,0
37,23.0,male,5,4,Q,Third,man,False,1
26,0.0,female,5,2,Q,Third,man,False,0
33,9.0,male,5,2,Q,Third,man,False,0
34,6.0,male,1,2,Q,Third,man,False,1
40,18.0,male,8,1,C,Third,man,False,0
29,57.0,male,4,4,S,Third,man,False,1
40,39.0,male,5,2,Q,First,man,False,0
34,15.0,male,3,4,Q,Third,child,False,1
28,36.0,male,4,1,Q,Second,man,False,0
41,32.0,male,5,1,Q,Third,child,False,0
29,39.0,male,5,2,S,Third,child,False,0
34,59.0,male,4,3,Q,Third,man,False,1
38,3.0,male,5,4,S,Third,child,False,0
35,42.0,male,4,2,S,First,man,False,0
32,19.0,male,5,1,S,Third,child,False,1
35,57.0,male,1,1,C,Third,man,False,0
39,59.0,male,4,1,C,Third,child,False,0
28,30.0,male,4,2,Q,Third,man,False,0
35,58.0,male,2,1,Q,First,child,False,0
40,49.0,male,5,6,Q,First,child,False,1
31,13.0,male,1,3,Q,Second,man,False,0
28,58.0,male,5,1,S,Third,child,True,0
37,65.0,male,5,1,Q,Second,man,True,0
29,19.0,male,2,2,Q,Third,man,False,1
39,11.0,male,5,1,Q,Second,man,False,1
31,16.0,male,5,4,Q,Third,man,False,0
36,64.0,male,5,2,Q,First,child,False,0
30,10.0,male,8,4,C,First,man,True,0
40,63.0,male,4,1,Q,First,child,False,0
30,56.0,male,5,4,C,Second,child,True,0
28,4.0,male,4,2,S,Third,man,True,1
36,55.0,male,4,1,C,First,child,False,1
40,56.0,male,4,4,Q,Third,child,False,0
33,14.0,male,3,2,Q,Third,man,False,1
39,51.0,male,2,6,Q,Second,child,True,0
39,58.0,male,4,1,C,First,man,False,1
35,44.0,male,4,4,C,Third,child,False,0
34,35.0,male,3,1,Q,Third,child,False,1
28,45.0,male,4,6,Q,Third,child,False,0
36,0.0,male,8,4,S,Second,child,False,0
40,40.0,male,4,2,S,First,child,False,1
38,-0.0,male,1,1,C,Second,man,False,1
32,0.0,male,1,4,C,Third,child,False,0
31,33.0,male,5,6,S,Third,man,False,0
34,49.0,male,5,4,Q,Third,man,False,1
33,56.0,male,4,4,Q,Second,child,False,1
34,58.0,male,4,1,Q,Second,man,False,1
36,68.0,male,4,4,Q,Third,man,False,1
35,36.0,male,1,4,Q,First,child,False,1
38,45.0,male,4,6,Q,Second,child,False,0
25,40.0,male,5,3,C,Third,child,False,1
32,20.0,male,4,6,S,Second,man,False,0
31,22.0,male,5,6,C,Third,child,False,0
39,54.0,male,2,2,S,Third,child,False,1
36,25.0,male,5,1,C,Second,man,False,1
32,23.0,male,1,4,C,Third,child,False,1
36,20.0,male,5,4,Q,Third,man,False,1
35,26.0,male,5,1,C,Third,man,False,0
29,14.0,male,1,3,Q,Second,child,False,0
37,36.0,male,4,2,S,Third,child,False,0
30,35.0,male,5,3,C,Second,man,True,1
36,74.0,male,4,2,C,Third,child,False,1
25,27.0,male,4,2,S,Third,man,False,1
40,15.0,male,5,6,S,Second,child,False,0
37,51.0,male,4,2,Q,Third,man,False,0
28,41.0,male,5,4,S,Second,child,False,1
40,36.0,male,5,1,C,Second,child,False,0
30,47.0,male,0,6,Q,Third,man,False,0
30,15.0,male,5,6,S,Third,child,False,1
31,40.0,male,2,4,C,Second,man,False,1
27,18.0,male,1,6,C,Second,child,False,0
25,48.0,male,4,2,Q,Third,man,False,1
28,43.0,male,4,1,S,Third,man,False,1
33,51.0,male,4,6,Q,Third,man,False,1
39,53.0,male,5,1,S,Third,child,False,1
32,16.0,male,4,4,Q,Third,man,False,1
40,47.0,male,5,1,Q,Second,man,False,0
30,63.0,male,2,1,S,Second,child,False,1
35,26.0,male,5,1,Q,Second,man,False,0
